match_id,game_mode,date,hour,map,weather,rosters,users
86ad999d-d04d-473f-8fec-dbff54db7f0a,squad,2020-01-09,16:10,Desert,Sunset,27,93
fb90a57a-8ca1-4c3e-a3da-4a36d75b06f2,squad,2020-01-09,16:04,Desert,Sunrise,28,93
c862de37-36d1-43b6-80f9-81d773067b87,squad,2020-01-09,15:39,Desert,Clear,28,93
3961bbb2-0b5b-479a-9699-2ea044e5f9d4,squad,2020-01-09,15:27,Savage,Clear,29,98
f6b6bb16-49f0-4c2f-87d4-42930bb54df6,squad,2020-01-09,15:20,Baltic,Overcast,27,97
31127b15-73cb-468a-8802-7d546ca3d52b,squad,2020-01-09,14:59,Savage,Clear,26,92
1403f48a-eac1-497d-b169-733b80d446ac,squad,2020-01-09,14:41,Baltic,Clear,27,90
a81ef05b-7de2-44f3-9b08-21ea9a457537,squad,2020-01-09,13:50,Savage,Overcast,30,96
bdac5bc4-9d96-4a2e-b279-ac84b11612bc,squad,2020-01-09,13:44,Savage,Clear,28,93
5c1fe973-d916-4562-95a1-ed4246be175e,squad,2020-01-09,13:30,Savage,Clear,28,89
66d398d5-5d14-44de-a074-a7422f5b627e,duo,2020-01-09,13:06,Savage,Clear,49,95
0eb2c96d-6abb-4a76-9cb2-b1bce4e5e7a3,solo,2020-01-09,13:00,Savage,Clear,98,98
65a2cba1-d309-4249-98f3-3764d8ab97e0,solo,2020-01-09,12:56,Savage,Clear,96,96
19290992-529e-44b9-bba7-ef934a2db05a,squad,2020-01-08,15:42,Savage,Clear,29,95
37bd4bb6-4b22-446a-a068-1ac38fbe7a6d,squad,2020-01-08,15:32,Savage,Clear,31,98
5698f830-77f7-4377-9c9a-827dd1a810c7,squad,2020-01-08,15:26,Savage,Clear,28,95
6bf5578c-79eb-43cc-a510-73f57c947cfe,squad,2020-01-08,15:02,Savage,Overcast,31,92
719f0d3a-f061-47df-b3bb-f61d27c40e24,squad,2020-01-07,16:26,Savage,Overcast,28,98
c64dd388-d16e-4519-8892-dd7c0081f147,squad,2020-01-07,16:19,Savage,Clear,28,91
e4bc0eed-c62e-4a70-8c09-ea21e74044b0,squad,2020-01-07,16:10,Savage,Clear,32,99
17441855-bdca-42bf-8a56-4573881293e9,squad,2020-01-07,16:02,Savage,Overcast,28,97
cf58660e-5d59-4d61-ad94-ffea3e5ca634,squad,2020-01-07,15:57,Savage,Clear,28,87
09dc53ef-9654-49ab-8f98-fabdf7ccc475,squad,2020-01-07,15:45,Savage,Clear,28,95
f062a88d-a50c-4809-93ff-7dcff4faebfd,squad,2020-01-07,15:19,Savage,Overcast,29,96
0ba5d719-1a51-4430-abaf-58f3d2ed8bc0,duo,2020-01-07,15:02,Savage,Clear,48,95
58dbc1cf-34a0-47df-992e-a9732aa38149,duo,2020-01-07,14:58,Savage,Clear,49,98
510462d5-4711-4a01-9486-c086c0aa0ff0,duo,2020-01-07,14:46,Savage,Clear,47,93
591fdab9-ebca-48ed-b655-bfff57a3f586,solo,2020-01-07,14:41,Savage,Clear,99,99
647d1936-0d5f-4e05-9ab1-906c7ae30caa,solo,2020-01-07,14:37,Savage,Overcast,98,98
17111496-1df6-423d-8f36-4b6c20b30047,solo,2020-01-07,14:34,Savage,Overcast,97,97
af4772d2-61fd-4975-84f7-012cf008658d,solo,2020-01-07,14:31,Savage,Overcast,96,96
b38b3cc1-7c9a-42c4-8538-3718c8477c5d,solo,2020-01-06,15:13,Savage,Clear,95,95
cfaf41a5-37da-4e66-aca7-4197c7fb04d7,solo,2020-01-06,15:10,Savage,Overcast,97,97
42317c7e-7e17-469c-b22e-bc767e241d17,solo,2020-01-06,15:01,Savage,Clear,95,95
55518ffb-9e62-4ad6-a30a-ea80e3cbf4d4,solo,2020-01-06,14:47,Savage,Clear,96,96
9eb40a2c-8b02-4b03-b7c6-94df13ce516b,solo,2020-01-06,14:42,Savage,Clear,97,97
5bfde70d-d163-4825-828c-87f0dffbfdea,solo,2020-01-06,14:19,Savage,Clear,97,97
e38fa31c-c6c0-4849-ac46-a992c01fd9e0,solo,2020-01-06,14:14,Savage,Clear,98,98
b6272c5a-e187-4f70-84f8-1eabd5a3717e,squad,2020-01-05,16:44,Savage,Clear,29,90
da938a1c-a7d5-40bf-af83-9048c2c040e6,squad,2020-01-05,16:26,Savage,Clear,27,88
dca08abb-47c0-4cd0-b777-8e3151c8877d,squad,2020-01-05,16:18,Savage,Clear,27,91
017b58e6-7982-4f70-8d53-99e60dcbcfb6,squad,2020-01-05,16:07,Savage,Clear,25,71
60291835-c668-47ea-9e3a-c74bd2765304,squad,2020-01-05,15:39,Desert,Overcast,27,98
2945a348-336d-4bde-8637-fff005a0f269,squad,2020-01-05,15:29,DihorOtok,Snow,26,89
87ea1812-e27b-4d16-a7a2-be57fb174478,squad,2020-01-05,14:58,Baltic,Clear,30,98
3623d114-9156-4ea7-9a9c-b9347e34cfb7,duo,2020-01-05,14:30,Baltic,Clear,50,99
