id,name,rank,rankPoints,wins,games,winRatio,averageDamage,kills,killDeathRatio,averageRank,grade
account.24d8fb7c448648b9a3796d94890938dd,dahia-al-kahina,482,6152,0,1836,0.0,90,1270,0.69172114,55.657406,5
account.7096749d252f46279cdc3086c2818d79,VonoSolyara,483,6152,5,1076,0.00464684,132,1097,1.0242764,44.92658,5
account.6bdbc70fc8974856a20f53264efdfc86,19_SAMOSVAL_68,484,6152,6,925,0.0064864866,135,930,1.0119696,34.15243,5
account.080089bbaabd4bcbbe8f611dc62c5d9b,Vmanspeed,485,6151,76,866,0.087759815,334,2437,3.0770202,37.513855,5
account.77805e46155449d4b7676dc44e7990cb,B105,486,6151,5,862,0.005800464,65,463,0.54025674,27.477959,5
account.f3c68fea17784105b433d83d65e61ab9,Lstars-XINHU1,487,6151,31,739,0.04194858,296,1682,2.3757062,37.51556,5
account.b5b3a8c576b5426d985090ef1b0c4966,Anpo111,488,6151,40,559,0.07155635,179,786,1.5144509,27.568872,5
account.54d4d4f66ccc452ca39062593f39ba64,youqiubishang,489,6150,11,736,0.014945652,130,761,1.0467676,27.671196,5
account.58e351ef103c45a98808a84bd7fdc0de,LaoLi_CN_YN,490,6150,26,702,0.037037037,88,449,0.6642012,28.262108,5
account.66d7ad93285a40c5b2d7d3d7bfa435e4,ShawQing,491,6150,12,1054,0.0113852,218,1858,1.7831094,49.182163,5
account.9983e62ba031440494c22bebf95f1f51,KiilerJoe,492,6150,3,1111,0.00270027,127,1313,1.1850181,24.622862,5
account.161a768edd124e84aa2d460043fb8933,VegetaZY,493,6149,48,687,0.069869,174,956,1.4960877,19.644833,5
account.6814068f2db544c8a541071d3b317adf,5201314abcde,494,6149,3,673,0.004457652,172,788,1.1761194,26.94948,5
account.385c139950064c1dbd75c396260032db,lowercased,495,6149,9,988,0.009109312,142,964,0.98467827,35.022266,5
account.5ff1fd5dd9484974bff53998a1f3ac92,LINGLING600,496,6149,28,621,0.045088567,284,1416,2.379832,34.597424,5
account.a5442f2f452446b889971a05a373cd76,sese915,497,6149,11,1042,0.0105566215,129,958,0.9291949,38.112286,5
account.569f5d5300794913ace7433ee69057db,pohang-kor,498,6148,7,788,0.008883249,138,769,0.98463506,32.4467,5
account.cf3bddbc542046b78209cc0735a47cdc,cby-jer,499,6148,4,1112,0.0035971224,122,1078,0.9729242,39.651978,5
account.d69faa987cd6475ab29958d711d7ad08,QQlonve,500,6148,20,869,0.023014959,265,1730,2.0376914,45.92405,5
